Directory Name	Species	Common name	Other species names	Species Taxonomy ID	Taxonomic Lineage	Assembly name	NCBI accession	Source of assembly	NCBI assembly name	NCBI assembly status	Assembly submission date	Assembly submitter organization	contig N50 (bp)	scaffold N50 (bp)	No. ancestral genes with intact ORF	No. ancestral genes with inactivating mutations	No. ancestral genes with missing sequences
Acrocephalus_melanopogon__Moustached_warbler__HLacrMela1__GCA_045783595.1	Acrocephalus melanopogon	Moustached warbler	Sylvia melanopogon	68470	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Sylviidae; Acrocephalinae; Acrocephalus	HLacrMela1	GCA_045783595.1	NCBI	ASM4578359v1	Scaffold	2024-12-06	Bird 10,000 Genomes (B10K) consortium	137750	7134027	NULL	NULL	NULL
Acrocephalus_paludicola__aquatic_warbler__HLacrPalu1__GCA_965285925.1	Acrocephalus paludicola	aquatic warbler	Sylvia paludicola	68471	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Sylviidae; Acrocephalinae; Acrocephalus	HLacrPalu1	GCA_965285925.1	NCBI	bAcrPal2.1	Chromosome	2025-07-07	WELLCOME SANGER INSTITUTE	27615808	76810945	NULL	NULL	NULL
Acrocephalus_schoenobaenus__Sedge_warbler__HLacrScho1__GCA_045838425.1	Acrocephalus schoenobaenus	Sedge warbler	Motacilla schoenobaenus	52609	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Sylviidae; Acrocephalinae; Acrocephalus	HLacrScho1	GCA_045838425.1	NCBI	ASM4583842v1	Scaffold	2024-12-09	Bird 10,000 Genomes (B10K) consortium	155472	15450051	NULL	NULL	NULL
Acrocephalus_dumetorum__Blyths_reed_warbler__HLacrDume1__GCA_977968035.1	Acrocephalus dumetorum	Blyths reed warbler		68474	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Sylviidae; Acrocephalinae; Acrocephalus	HLacrDume1	GCA_977968035.1	NCBI	B10K-D-DBG-42	Scaffold	2026-02-03	B10K project	127522	13741675	NULL	NULL	NULL
Acrocephalus_sechellensis__Seychelles_warbler__HLacrSech1__GCA_977063075.1	Acrocephalus sechellensis	Seychelles warbler	Ellisia sechellensis	68481	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Sylviidae; Acrocephalinae; Acrocephalus	HLacrSech1	GCA_977063075.1	NCBI	Seychelles_warbler_reference_genome	Chromosome	2026-07-04	Seychelles Warbler Project	5298517	75128064	NULL	NULL	NULL
Acrocephalus_scirpaceus_scirpaceus__Eurasian_reed_warbler__HLacrSciSci1__GCA_910950805.1	Acrocephalus scirpaceus scirpaceus	Eurasian reed warbler	Turdus scirpaceus,Notiocichla scirpacea,Eurasian reed warbler	126889	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Sylviidae; Acrocephalinae; Acrocephalus; Acrocephalus scirpaceus	HLacrSciSci1	GCA_910950805.1	NCBI	RW_assembly	Chromosome	2021-08-16	University of Oslo	12742779	74438198	-1	-1	-1
Cettia_cetti__Cettis_warbler__HLcetCet1__GCA_013401135.1	Cettia cetti	Cettis warbler	Sylvia cetti	68486	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Sylviidae; Acrocephalinae; Cettia	HLcetCet1	GCA_013401135.1	NCBI	ASM1340113v1	Scaffold	2020-07-10	B10K Consortium	62878	64977	-1	-1	-1
Hippolais_icterina__icterine_warbler__HLhipIct1__GCA_013400075.1	Hippolais icterina	icterine warbler	Hippolais hippolais	68497	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Sylviidae; Acrocephalinae; Hippolais	HLhipIct1	GCA_013400075.1	NCBI	ASM1340007v1	Scaffold	2020-07-10	B10K Consortium	64762	494139	-1	-1	-1
Hylia_prasina__green_hylia__HLhylPra1__GCA_013397195.1	Hylia prasina	green hylia		208073	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Sylviidae; Acrocephalinae; Hylia	HLhylPra1	GCA_013397195.1	NCBI	ASM1339719v1	Scaffold	2020-07-10	B10K Consortium	64125	688804	-1	-1	-1
Iduna_caligata__Booted_warbler__HLiduCali1__GCA_045787885.1	Iduna caligata	Booted warbler	Sylvia caligata,Iduna caligata caligata,Hippolais caligata caligata,Hippolais caligata	1110374	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Sylviidae; Acrocephalinae; Iduna	HLiduCali1	GCA_045787885.1	NCBI	ASM4578788v1	Scaffold	2024-12-06	Bird 10,000 Genomes (B10K) consortium	139226	12576810	NULL	NULL	NULL
Sylvietta_virens__Green_crombec__HLsylVir1__GCA_013399515.1	Sylvietta virens	Green crombec		208069	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Sylviidae; Acrocephalinae; Sylvietta	HLsylVir1	GCA_013399515.1	NCBI	ASM1339951v1	Scaffold	2020-07-10	B10K Consortium	33668	2514434	-1	-1	-1
Fulvetta_ruficapilla__Spectacled_fulvetta__HLfulRufi1__GCA_042477295.1	Fulvetta ruficapilla	Spectacled fulvetta	Alcippe ruficapilla,Siva ruficapilla	204793	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Sylviidae; Fulvetta	HLfulRufi1	GCA_042477295.1	NCBI	Fruf_v1	Scaffold	2024-10-02	Kumming Institute of Zoology, Chinese Academy of Sciences	18795193	75915673	NULL	NULL	NULL
Paradoxornis_webbianus__crow_tit__HLparWeb1__GCA_013397395.1	Paradoxornis webbianus	crow tit	vinous-throated parrotbill,Sinosuthora webbiana,Suthora webbiana	337173	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Sylviidae; Sinosuthora	HLparWeb1	GCA_013397395.1	NCBI	ASM1339739v1	Scaffold	2020-07-10	B10K Consortium	78603	970774	-1	-1	-1
Chamaea_fasciata__wrentit__HLchaFas1A__GCF_029207755.1	Chamaea fasciata	wrentit	Parus fasciatus	190680	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Sylviidae; Sylviidae incertae sedis; Chamaea	HLchaFas1A	GCF_029207755.1	NCBI	bChaFas1.0.hap1	Scaffold	2023-03-14	UCLA	4583527	73256386	-1	-1	-1
Chamaea_fasciata__wrentit__HLchaFas1B__GCA_029207785.1	Chamaea fasciata	wrentit	Parus fasciatus	190680	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Sylviidae; Sylviidae incertae sedis; Chamaea	HLchaFas1B	GCA_029207785.1	NCBI	bChaFas1.0.hap2	Scaffold	2023-03-14	UCLA	4583527	73097583	-1	-1	-1
Panurus_biarmicus__Bearded_reedling__HLpanBiar1__GCA_013398035.1	Panurus biarmicus	Bearded reedling	Parus biarmicus	181101	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Sylviidae; Sylviidae incertae sedis; Panurus	HLpanBiar1	GCA_013398035.1	NCBI	ASM1339803v1	Scaffold	2020-07-10	B10K Consortium	18922	121818	NULL	NULL	NULL
Curruca_cantillans__Eastern_subalpine_warbler__HLcurCant1__GCA_045784985.1	Curruca cantillans	Eastern subalpine warbler	subalpine warbler,Motacilla cantillans,Sylvia cantillans	208071	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Sylviidae; Sylviinae; Curruca	HLcurCant1	GCA_045784985.1	NCBI	ASM4578498v1	Scaffold	2024-12-06	Bird 10,000 Genomes (B10K) consortium	180709	10874106	NULL	NULL	NULL
Curruca_ruppeli__Rueppells_warbler__HLcurRupp1__GCA_045787085.1	Curruca ruppeli	Rueppells warbler	Sylvia rueppelli,Sylvia ruppeli	216219	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Sylviidae; Sylviinae; Curruca	HLcurRupp1	GCA_045787085.1	NCBI	ASM4578708v1	Scaffold	2024-12-06	Bird 10,000 Genomes (B10K) consortium	161249	18940552	NULL	NULL	NULL
Sylvia_atricapilla__blackcap__HLsylAtr1__GCA_009819655.1	Sylvia atricapilla	blackcap		48155	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Sylviidae; Sylviinae; Sylvia	HLsylAtr1	GCA_009819655.1	NCBI	bSylAtr1.pri	Chromosome	2019-12-31	Vertebrate Genomes Project	7345957	72978054	-1	-1	-1
Sylvia_borin__garden_warbler__HLsylBor1__GCA_014839755.1	Sylvia borin	garden warbler	Sylvia simplex	73324	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Sylviidae; Sylviinae; Sylvia	HLsylBor1	GCA_014839755.1	NCBI	bSylBor1.pri	Chromosome	2020-09-30	Vertebrate Genomes Project	31914676	72750092	-1	-1	-1
Alcippe_poioicephala__Brown-cheeked_fulvetta__HLalcPoio1__GCA_056882765.1	Alcippe poioicephala	Brown-cheeked fulvetta	Thimalia poioicephala	181645	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Timaliidae; Alcippe	HLalcPoio1	GCA_056882765.1	NCBI	bAlcPoi1.1	Scaffold	2026-04-24	Indian Institute of Science Education and Research Tirupati	1213727	1215165	NULL	NULL	NULL
Cyanoderma_ruficeps__rufous-capped_babbler__HLcyaRuf1__GCA_008694505.1	Cyanoderma ruficeps	rufous-capped babbler	Stachyridopsis ruficeps,Stachyris ruficeps	181631	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Timaliidae; Cyanoderma	HLcyaRuf1	GCA_008694505.1	NCBI	ASM869450v1	Scaffold	2019-09-25	Academia Sinica	194313	15643638	-1	-1	-1
Erpornis_zantholeuca__White_bellied_erpornis__HLerpZan1__GCA_013400515.1	Erpornis zantholeuca	White bellied erpornis		1112836	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Timaliidae; Erpornis	HLerpZan1	GCA_013400515.1	NCBI	ASM1340051v1	Scaffold	2020-07-10	B10K Consortium	45331	176063	-1	-1	-1
Illadopsis_cleaveri__blackcap_illadopsis__HLillCle1__GCA_013399915.1	Illadopsis cleaveri	blackcap illadopsis		201329	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Timaliidae; Illadopsis	HLillCle1	GCA_013399915.1	NCBI	ASM1339991v1	Scaffold	2020-07-10	B10K Consortium	45419	377149	-1	-1	-1
Mixornis_gularis__Striped_tit-babbler__HLmixGul1__GCA_003546035.1	Mixornis gularis	Striped tit-babbler	Macronous gularis,Macronus gularis	1948886	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Timaliidae; Mixornis	HLmixGul1	GCA_003546035.1	NCBI	ASM354603v1	Scaffold	2018-09-11	National University of Singapore	71550	2810030	-1	-1	-1
Pomatorhinus_ruficollis__streak-breasted_scimitar_babbler__HLpomRuf1__GCA_013401195.1	Pomatorhinus ruficollis	streak-breasted scimitar babbler		932028	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Timaliidae; Pomatorhinus	HLpomRuf1	GCA_013401195.1	NCBI	ASM1340119v1	Scaffold	2020-07-10	B10K Consortium	60017	1256354	-1	-1	-1
Pteruthius_melanotis__Black_eared_shrike_babbler__HLpteMel1__GCA_013401235.1	Pteruthius melanotis	Black eared shrike babbler		357074	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Timaliidae; Pteruthius	HLpteMel1	GCA_013401235.1	NCBI	ASM1340123v1	Scaffold	2020-07-10	B10K Consortium	34184	1869218	-1	-1	-1
Sterrhoptilus_dennistouni__Golden_crowned_babbler__HLsteDen1__GCA_013397095.1	Sterrhoptilus dennistouni	Golden crowned babbler		2585820	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Zosteropidae; Sterrhoptilus	HLsteDen1	GCA_013397095.1	NCBI	ASM1339709v1	Scaffold	2020-07-10	B10K Consortium	50778	955539	-1	-1	-1
Zosterops_borbonicus__Reunion_grey_white_eye__HLzosBor1__GCA_007252995.1	Zosterops borbonicus	Reunion grey white eye		364589	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Zosteropidae; Zosterops	HLzosBor1	GCA_007252995.1	NCBI	ZoBo_15179_v2.0	Scaffold	2019-07-22	University of Montpellier	20903	1810786	-1	-1	-1
Zosterops_hypoxanthus__Bismarck_white_eye__HLzosHyp1__GCA_013399795.1	Zosterops hypoxanthus	Bismarck white eye		2485327	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Zosteropidae; Zosterops	HLzosHyp1	GCA_013399795.1	NCBI	ASM1339979v1	Scaffold	2020-07-10	B10K Consortium	48044	306037	-1	-1	-1
Zosterops_japonicus__Japanese_white-eye__HLzosJap1__GCA_017612475.1	Zosterops japonicus	Japanese white-eye	Zosterops japonica	36299	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Zosteropidae; Zosterops	HLzosJap1	GCA_017612475.1	NCBI	CCG_JAWE_1.0	Scaffold	2021-03-29	Smithsonian Institution	38076	9685185	-1	-1	-1
Zosterops_lateralis__Silver-eye__HLzosLate2A__GCA_965231275.1	Zosterops lateralis	Silver-eye	Sylvia lateralis	43581	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Zosteropidae; Zosterops	HLzosLate2A	GCA_965231275.1	NCBI	bZosLat1.hap1.1	Chromosome	2025-03-28	WELLCOME SANGER INSTITUTE	3151134	73228557	NULL	NULL	NULL
Zosterops_pallidus__pale_white-eye__HLzosPal1__GCA_007556475.1	Zosterops pallidus	pale white-eye		43580	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Zosteropidae; Zosterops	HLzosPal1	GCA_007556475.1	NCBI	ZoPa_MNHNZO2015-572_v1.0	Scaffold	2019-07-26	University of Montpellier	26333	379821	-1	-1	-1
Zosterops_lateralis_melanops__silver-eye__HLzosLat1__GCA_001281735.1	Zosterops lateralis melanops	silver-eye		1220523	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Sylvioidea; Zosteropidae; Zosterops; Zosterops lateralis	HLzosLat1	GCA_001281735.1	NCBI	ASM128173v1	Scaffold	2015-09-14	Imperial College London	34514	3581248	-1	-1	-1
Pithys_albifrons_albifrons__White-plumed_antbird__HLpitAlbiAlb1__GCF_047495875.1	Pithys albifrons albifrons	White-plumed antbird	Pipra albifrons	3385563	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Thamnophilidae; Pithys; Pithys albifrons	HLpitAlbiAlb1	GCF_047495875.1	NCBI	PitAlb_v1	Chromosome	2025-02-07	Louisiana State University	11992177	77071861	NULL	NULL	NULL
Rhegmatorhina_hoffmannsi__white-breasted_antbird__HLrheHof1__GCA_013398505.1	Rhegmatorhina hoffmannsi	white-breasted antbird	Rhegmatorhina hoffmansi	468512	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Thamnophilidae; Rhegmatorhina	HLrheHof1	GCA_013398505.1	NCBI	ASM1339850v1	Scaffold	2020-07-10	B10K Consortium	73812	11805716	-1	-1	-1
Sakesphorus_luctuosus__Glossy_antshrike__HLsakLuc1__GCA_013396695.1	Sakesphorus luctuosus	Glossy antshrike		419690	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Thamnophilidae; Sakesphorus	HLsakLuc1	GCA_013396695.1	NCBI	ASM1339669v1	Scaffold	2020-07-10	B10K Consortium	84116	564384	-1	-1	-1
Willisornis_vidua__Xingu_scale-backed_antbird__HLwilVidu2__GCA_045364795.1	Willisornis vidua	Xingu scale-backed antbird	Hypocnemis vidua	1566151	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Thamnophilidae; Willisornis	HLwilVidu2	GCA_045364795.1	NCBI	bWilVid1 haplotype 1	Chromosome	2024-12-02	Genomics of Brazilian Biodiversity	4357226	68492996	NULL	NULL	NULL
Willisornis_vidua_nigrigula__Xingu_scale-backed_antbird__HLwilVidNig1__GCA_021164005.1	Willisornis vidua nigrigula	Xingu scale-backed antbird	Hylophylax poecilonota nigrigula,Hylophylax poecilinota nigrigula,Willisornis poecilinotus nigrigula,Hylophylax poecilinotus nigrigula	1676003	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Thamnophilidae; Willisornis; Willisornis vidua	HLwilVidNig1	GCA_021164005.1	NCBI	ASM2116400v1	Scaffold	2021-12-10	University of Toronto	132574	11614700	-1	-1	-1
Camarhynchus_parvulus__Small_tree_finch__HLcamPar1__GCA_901933205.1	Camarhynchus parvulus	Small tree finch		87175	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Thraupidae; Camarhynchus	HLcamPar1	GCA_901933205.1	NCBI	STF_HiC	Chromosome	2019-09-06	UPPSALA UNIVERISTY	16035651	70356807	-1	-1	-1
Diglossa_brunneiventris__black-throated_flowerpiercer__HLdigBru1__GCA_019023105.1	Diglossa brunneiventris	black-throated flowerpiercer		547948	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Thraupidae; Diglossa	HLdigBru1	GCA_019023105.1	NCBI	LSU_DiBr_2.0	Chromosome	2021-06-24	Louisiana State University	7273401	67281049	-1	-1	-1
Geospiza_fortis__medium_ground-finch__geoFor1__GCF_000277835.1	Geospiza fortis	medium ground-finch		48883	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Thraupidae; Geospiza	geoFor1	GCF_000277835.1	NCBI	GeoFor_1.0	Scaffold	2012-07-25	Beijing Genomics Institute	30521	5255844	-1	-1	-1
Nesospiza_acunhae__Inaccessible_Island_finch__HLnesAcu1__GCA_013398715.1	Nesospiza acunhae	Inaccessible Island finch		381881	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Thraupidae; Nesospiza	HLnesAcu1	GCA_013398715.1	NCBI	ASM1339871v1	Scaffold	2020-07-10	B10K Consortium	38571	1027905	-1	-1	-1
Rhodinocichla_rosea__Rosy_thrush_tanager__HLrhoRos1__GCA_013396575.1	Rhodinocichla rosea	Rosy thrush tanager		58203	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Thraupidae; Rhodinocichla	HLrhoRos1	GCA_013396575.1	NCBI	ASM1339657v1	Scaffold	2020-07-10	B10K Consortium	29643	2545584	-1	-1	-1
Sporophila_hypoxantha__tawny-bellied_seedeater__HLspoHyp1__GCA_002167245.1	Sporophila hypoxantha	tawny-bellied seedeater		256693	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Thraupidae; Sporophila	HLspoHyp1	GCA_002167245.1	NCBI	SpoHypox2.0	Scaffold	2017-06-05	Cornell University	1043501	7965281	-1	-1	-1
Sporophila_iberaensis__Ibera_seedeater__HLspoIber1__GCA_053841595.1	Sporophila iberaensis	Ibera seedeater		2778208	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Thraupidae; Sporophila	HLspoIber1	GCA_053841595.1	NCBI	ASM5384159v1	Contig	2025-12-05	Cornell University	47202461	47202461	NULL	NULL	NULL
Gubernatrix_cristata__Yellow_cardinal__HLgubCris1__GCA_041475435.1	Gubernatrix cristata	Yellow cardinal		555261	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Thraupidae; Thraupinae; Gubernatrix	HLgubCris1	GCA_041475435.1	NCBI	Gcri1.0	Contig	2024-08-26	University of Potsdam	26459013	26459013	NULL	NULL	NULL
Catharus_bicknelli__Bicknells_thrush__HLcatBic1__GCA_021437205.1	Catharus bicknelli	Bicknells thrush	Hylocichla aliciae bicknelli	159580	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Turdidae; Catharus	HLcatBic1	GCA_021437205.1	NCBI	HU_Cbicknelli_1.0	Scaffold	2022-01-11	Harvard University	28060	982944	-1	-1	-1
Catharus_fuscescens__veery__HLcatFus1__GCA_013398975.1	Catharus fuscescens	veery		159581	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Turdidae; Catharus	HLcatFus1	GCA_013398975.1	NCBI	ASM1339897v1	Scaffold	2020-07-10	B10K Consortium	56061	276328	-1	-1	-1
Catharus_guttatus__Hermit_thrush__HLcatGutt1__GCA_051295615.1	Catharus guttatus	Hermit thrush	Muscicapa guttata	9185	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Turdidae; Catharus	HLcatGutt1	GCA_051295615.1	NCBI	bCatGut1_p1.1	Contig	2025-07-11	Canada's national platform for genome sequencing and analysis	1278345	1278345	NULL	NULL	NULL
Catharus_minimus__Gray_cheeked_thrush__HLcatMin1__GCA_021437185.1	Catharus minimus	Gray cheeked thrush	Turdus minimus	159579	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Turdidae; Catharus	HLcatMin1	GCA_021437185.1	NCBI	HU_Cminimus_1.0	Scaffold	2022-01-11	Harvard University	38559	1604676	-1	-1	-1
Catharus_ustulatus__Swainsons_thrush__HLcatUst1__GCA_009819885.1	Catharus ustulatus	Swainsons thrush		91951	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Turdidae; Catharus	HLcatUst1	GCA_009819885.1	NCBI	bCatUst1.pri	Chromosome	2019-12-31	Vertebrate Genomes Project	4908935	63528738	-1	-1	-1
Erithacus_rubecula__European_robin__HLeriRub1__GCA_903797595.1	Erithacus rubecula	European robin	robin	37610	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Turdidae; Erithacus	HLeriRub1	GCA_903797595.1	NCBI	bEriRub2.1	Chromosome	2020-06-27	SC	5585877	46560559	-1	-1	-1
Luscinia_luscinia__Thrush_nightingale__HLlusLusc1__GCA_034336685.1	Luscinia luscinia	Thrush nightingale	Motacilla luscinia	391696	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Turdidae; Luscinia	HLlusLusc1	GCA_034336685.1	NCBI	ASM3433668v1	Chromosome	2023-12-26	Institute of Molecular Genetics of the ASCR v.v.i.	18695389	62437632	NULL	NULL	NULL
Luscinia_megarhynchos__Nightingale__HLlusMega1__GCA_034336665.1	Luscinia megarhynchos	Nightingale		383689	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Turdidae; Luscinia	HLlusMega1	GCA_034336665.1	NCBI	ASM3433666v1	Chromosome	2023-12-26	Institute of Molecular Genetics of the ASCR v.v.i.	13437235	61211992	NULL	NULL	NULL
Sialia_sialis__eastern_bluebird__HLsiaSia1__GCA_009812075.1	Sialia sialis	eastern bluebird	Motacilla sialis	172413	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Turdidae; Sialia	HLsiaSia1	GCA_009812075.1	NCBI	Ss_LA_1.0	Scaffold	2019-12-31	Louisiana State University	53982	32306702	-1	-1	-1
Turdus_iliacus__Redwing__HLturIlia1__GCA_965287035.1	Turdus iliacus	Redwing		411526	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Turdidae; Turdus	HLturIlia1	GCA_965287035.1	NCBI	bTurIli2.1	Chromosome	2025-06-07	Genoscope CEA	8414000	70769131	NULL	NULL	NULL
Turdus_merula__Blackbird__HLturMeru1__GCA_965287015.2	Turdus merula	Blackbird	Amsel,Eurasian blackbird	9187	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Turdidae; Turdus	HLturMeru1	GCA_965287015.2	NCBI	bTurMer3.2	Chromosome	2025-12-05	Genoscope CEA	32937796	71343807	NULL	NULL	NULL
Turdus_migratorius__American_robin__HLturMigr1A__GCA_052324695.1	Turdus migratorius	American robin	robin	9188	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Turdidae; Turdus	HLturMigr1A	GCA_052324695.1	NCBI	bTurMig1.hap1	Chromosome	2025-08-28	Vertebrate Genomes Project	13640387	68099324	NULL	NULL	NULL
Turdus_philomelos__Song_thrush__HLturPhil1__GCA_965287025.1	Turdus philomelos	Song thrush	Singdrossel	127946	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Turdidae; Turdus	HLturPhil1	GCA_965287025.1	NCBI	bTurPhi1.1	Chromosome	2025-06-07	Genoscope CEA	7452025	62560071	NULL	NULL	NULL
Turdus_rufiventris__rufous-bellied_thrush__HLturRuf1__GCA_013186435.1	Turdus rufiventris	rufous-bellied thrush		311356	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Turdidae; Turdus	HLturRuf1	GCA_013186435.1	NCBI	ASM1318643v1	Scaffold	2020-05-28	LNCC	34001	4184613	-1	-1	-1
Empidonax_alnorum__alder_flycatcher__HLempAln1__GCA_023644505.1	Empidonax alnorum	alder flycatcher		209618	Aves; Neognathae; Neoaves; Telluraves; Australaves; Passeriformes; Tyrannidae; Empidonax	HLempAln1	GCA_023644505.1	NCBI	EAln_1.0	Scaffold	2022-06-02	University of Toronto Scarborough	165784	7733337	-1	-1	-1
